id,text1,text2,text3,notes,更新情况,行号,text1相同,text2相同,text3相同,notes相同,text1_095,text2_095,text3_095,notes_095,text1_091,text2_091,text3_091,notes_091,text1_091cn,text2_091cn,text3_091cn,notes_091cn
cancel_assignment,ACTION_TOOLTIP,"取消当前的任务。舰船和战机将执行自动分配给的其它任务。

如果选择的是一个路径点，那它将被移除。",取消指派,,相同,193,TRUE,TRUE,TRUE,TRUE,"Cancel the selected assignment. Ships and fighter wings currently carrying it out will be automatically reassigned to other duties.

If the selection is a waypoint, it will also be removed.",Cancel Assignment,,,"Cancel the selected assignment. Ships and fighter wings currently carrying it out will be automatically reassigned to other duties.

If the selection is a waypoint, it will also be removed.",Cancel Assignment,,,"取消当前的任务。舰船和战机将执行自动分配给的其它任务。

如果选择的是一个路径点，那它将被移除。",取消指派,,
autopilot,ACTION_TOOLTIP,启用自动驾驶，你的旗舰将会自动航行和自动攻击，也会和舰队里其他舰船一样被自动分配适当的任务。,切换自动驾驶,,相同,194,TRUE,TRUE,TRUE,TRUE,"Enable autopilot. Your flagship will navigate and fight automatically and will be assigned tasks as appropriate, along with the rest of your fleet.",Toggle Autopilot,,,"Enable autopilot. Your flagship will navigate and fight automatically and will be assigned tasks as appropriate, along with the rest of your fleet.",Toggle Autopilot,,,启用自动驾驶，你的旗舰将会自动航行和自动攻击，也会和舰队里其他舰船一样被自动分配适当的任务。,切换自动驾驶,,
,,,,,,195,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,196,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,197,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,198,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,199,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,200,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,201,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,202,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,203,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,204,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,205,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,206,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,207,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,208,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,209,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,210,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,211,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,212,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,213,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,214,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,215,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,216,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,217,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,218,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,219,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,220,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,221,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,222,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,223,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,224,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,225,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,226,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,227,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,228,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,229,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,230,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,231,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,232,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,233,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,234,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,235,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,236,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,237,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,238,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,239,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,240,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,241,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,242,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,243,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,244,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,245,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,246,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,247,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,248,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,249,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,250,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,251,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,252,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,253,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,254,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,255,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,256,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,257,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,258,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,259,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,260,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,261,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,262,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,263,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,264,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,265,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,266,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,267,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,268,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,269,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,270,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,271,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,272,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,273,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,274,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,275,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,276,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,277,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,278,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,279,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,280,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,281,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,282,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,283,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,284,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,285,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,286,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,287,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,288,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,289,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,290,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,291,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,292,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,293,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,294,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,295,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,296,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,297,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,298,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,299,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,300,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,301,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,302,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,303,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,304,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,305,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,306,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,307,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,308,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,309,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,310,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,311,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,312,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,313,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,314,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,315,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,316,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,317,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,318,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,319,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,320,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,321,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,322,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,323,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,324,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,325,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,326,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,327,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,328,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,329,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,330,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,331,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,332,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,333,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,334,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,335,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,336,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,337,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,338,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,339,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,340,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,341,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,342,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,343,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,344,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,345,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,346,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,347,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,348,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,349,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,350,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,351,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,352,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,353,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,354,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,355,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,356,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,357,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,358,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,359,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,360,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,361,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,362,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,363,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,364,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,365,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
,,,,,,366,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
